1751378339000	GPS	59.381516	17.877666	37.759903
1751378340000	GPS	59.381504	17.877668	37.89486
1751378341000	GPS	59.381504	17.877666	38.118378
1751378342000	GPS	59.38151	17.877666	38.246193
1751378343000	GPS	59.381523	17.877647	38.050175
1751378344000	GPS	59.381527	17.877613	38.029037
1751378345000	GPS	59.381523	17.877554	37.575848
1751378346000	GPS	59.38152	17.877478	37.32182
1751378347000	GPS	59.38151	17.877398	37.061565
1751378348000	GPS	59.381508	17.87732	36.931187
1751378349000	GPS	59.381504	17.877256	36.804558
1751378350000	GPS	59.381504	17.877192	36.701183
1751378351000	GPS	59.3815	17.877129	36.960987
1751378352000	GPS	59.381493	17.877052	37.205025
1751378353000	GPS	59.38149	17.876978	37.431145
1751378354000	GPS	59.381485	17.876913	37.521034
1751378355000	GPS	59.38148	17.876842	37.783913
1751378356000	GPS	59.381474	17.876768	37.710266
1751378357000	GPS	59.381466	17.876696	37.63663
1751378358000	GPS	59.381462	17.876623	37.667156
1751378359000	GPS	59.38146	17.876556	37.674564
1751378360000	GPS	59.381454	17.87649	37.675186
1751378361000	GPS	59.38145	17.87643	37.677746
1751378362000	GPS	59.381447	17.876371	37.87816
1751378363000	GPS	59.381447	17.87631	37.920048
1751378364000	GPS	59.381443	17.87624	37.925262
1751378365000	GPS	59.38144	17.876165	38.016296
1751378366000	GPS	59.381435	17.87609	38.21561
1751378367000	GPS	59.38143	17.876015	38.235245
1751378368000	GPS	59.381428	17.875942	38.320183
1751378369000	GPS	59.381424	17.87588	38.57037
1751378370000	GPS	59.381416	17.87581	38.85624
1751378371000	GPS	59.381416	17.87574	38.788055
1751378372000	GPS	59.381416	17.87566	38.760254
1751378373000	GPS	59.381413	17.875586	38.47056
1751378374000	GPS	59.38141	17.875511	38.843727
1751378375000	GPS	59.3814	17.87544	39.186157
1751378376000	GPS	59.381393	17.87537	39.481457
1751378377000	GPS	59.381386	17.875294	39.426384
1751378378000	GPS	59.38138	17.875221	39.61106
1751378379000	GPS	59.381374	17.875153	39.67105
1751378380000	GPS	59.381363	17.87508	39.462482
1751378381000	GPS	59.381355	17.875008	39.053852
1751378382000	GPS	59.38135	17.874935	38.75544
1751378383000	GPS	59.381344	17.874865	39.02426
1751378384000	GPS	59.381336	17.874794	39.226128
1751378385000	GPS	59.381332	17.874722	39.086163
1751378386000	GPS	59.381325	17.874653	39.233746
1751378387000	GPS	59.38132	17.874584	39.412815
1751378388000	GPS	59.381317	17.87451	39.497906
1751378389000	GPS	59.381313	17.874437	39.24859
1751378390000	GPS	59.381306	17.874361	39.00719
1751378391000	GPS	59.3813	17.874289	39.058617
1751378392000	GPS	59.381298	17.874212	39.094288
1751378393000	GPS	59.381298	17.874144	39.07251
1751378394000	GPS	59.381298	17.874073	39.086853
1751378395000	GPS	59.381294	17.874002	39.134995
1751378396000	GPS	59.381287	17.873934	39.07029
1751378397000	GPS	59.381283	17.873867	38.934258
1751378398000	GPS	59.38128	17.873796	38.804535
1751378399000	GPS	59.381275	17.873726	38.67759
1751378400000	GPS	59.38127	17.873653	38.53032
1751378401000	GPS	59.381268	17.873579	38.397797
1751378402000	GPS	59.381264	17.873499	38.70622
1751378403000	GPS	59.381264	17.873423	38.785564
1751378404000	GPS	59.381256	17.873346	38.859375
1751378405000	GPS	59.381252	17.87327	38.98375
1751378406000	GPS	59.38125	17.873192	39.126038
1751378407000	GPS	59.381245	17.873108	39.328915
1751378408000	GPS	59.381245	17.873024	39.533176
1751378409000	GPS	59.381245	17.87294	39.898487
1751378410000	GPS	59.38125	17.872864	40.309517
1751378411000	GPS	59.38125	17.872797	40.56297
1751378412000	GPS	59.38125	17.872734	40.511196
1751378413000	GPS	59.38125	17.872667	40.473507
1751378414000	GPS	59.38125	17.872591	40.55832
1751378415000	GPS	59.38125	17.872513	40.800755
1751378416000	GPS	59.38125	17.872429	41.04223
1751378417000	GPS	59.38125	17.872345	41.537025
1751378418000	GPS	59.38125	17.872263	41.724182
1751378419000	GPS	59.38125	17.872168	41.866154
1751378420000	GPS	59.381256	17.87208	41.845764
1751378421000	GPS	59.381256	17.872	41.715862
1751378422000	GPS	59.38126	17.871931	42.04809
1751378423000	GPS	59.38126	17.87187	41.893127
1751378424000	GPS	59.381264	17.87181	41.856724
1751378425000	GPS	59.38126	17.87174	42.01002
1751378426000	GPS	59.38126	17.871662	42.157597
1751378427000	GPS	59.381256	17.871586	42.65884
1751378428000	GPS	59.381256	17.87151	42.32214
1751378429000	GPS	59.38126	17.871433	42.021214
1751378430000	GPS	59.38126	17.87136	42.1714
1751378431000	GPS	59.38126	17.871286	42.354286
1751378432000	GPS	59.381264	17.871208	42.565178
1751378433000	GPS	59.381264	17.87113	42.746002
1751378434000	GPS	59.381264	17.871042	42.58171
1751378435000	GPS	59.381268	17.870958	42.866325
1751378436000	GPS	59.38127	17.870882	42.837593
1751378437000	GPS	59.38127	17.870811	42.578247
1751378438000	GPS	59.381268	17.870747	42.44852
1751378439000	GPS	59.381264	17.87069	42.3669
1751378440000	GPS	59.38126	17.870632	42.352768
1751378441000	GPS	59.38126	17.87057	42.19171
1751378442000	GPS	59.381256	17.870512	42.14706
1751378443000	GPS	59.381256	17.870441	42.2376
1751378444000	GPS	59.381256	17.870373	42.34933
1751378445000	GPS	59.381256	17.870314	42.557106
1751378446000	GPS	59.381256	17.87027	42.814453
1751378447000	GPS	59.381252	17.87026	42.875984
1751378448000	GPS	59.381252	17.870272	42.786766
