1751377565000	GPS	59.381523	17.877682	41.88615
1751377566000	GPS	59.381523	17.877682	41.918945
1751377567000	GPS	59.381523	17.877684	42.052387
1751377568000	GPS	59.381523	17.877686	41.858604
1751377569000	GPS	59.381523	17.877686	41.708927
1751377570000	GPS	59.381523	17.87769	41.617928
1751377571000	GPS	59.381523	17.87769	41.653553
1751377572000	GPS	59.381523	17.87769	41.60102
1751377573000	GPS	59.381523	17.87769	41.654793
1751377574000	GPS	59.381523	17.87769	41.643456
1751377575000	GPS	59.381523	17.877687	41.681534
1751377576000	GPS	59.381523	17.87769	41.600346
1751377577000	GPS	59.381523	17.87769	41.53606
1751377578000	GPS	59.381523	17.87769	41.417713
1751377579000	GPS	59.381523	17.87769	41.41037
1751377580000	GPS	59.381523	17.87769	41.34918
1751377581000	GPS	59.381523	17.87769	41.24041
1751377582000	GPS	59.381523	17.87769	41.31779
1751377583000	GPS	59.381527	17.87769	41.28978
1751377584000	GPS	59.381527	17.87769	41.1135
1751377585000	GPS	59.381523	17.87769	41.08524
1751377586000	GPS	59.381523	17.877684	41.05511
1751377587000	GPS	59.381523	17.877655	41.19768
1751377588000	GPS	59.381516	17.87758	41.03166
1751377589000	GPS	59.381504	17.877474	40.754826
1751377590000	GPS	59.38149	17.87736	41.044662
1751377591000	GPS	59.38148	17.877254	40.94525
1751377592000	GPS	59.381477	17.87716	40.493237
1751377593000	GPS	59.381474	17.877064	40.422962
1751377594000	GPS	59.381474	17.876972	40.065777
1751377595000	GPS	59.38147	17.876875	39.956413
1751377596000	GPS	59.381466	17.876783	40.115532
1751377597000	GPS	59.38146	17.8767	40.162567
1751377598000	GPS	59.38145	17.87661	40.312798
1751377599000	GPS	59.381443	17.876509	40.25611
1751377600000	GPS	59.381435	17.876408	40.466797
1751377601000	GPS	59.381428	17.876312	40.56086
1751377602000	GPS	59.38142	17.876223	40.73649
1751377603000	GPS	59.381416	17.876125	40.67842
1751377604000	GPS	59.381413	17.876028	40.553894
1751377605000	GPS	59.38141	17.875937	40.518246
1751377606000	GPS	59.381405	17.875843	40.59474
1751377607000	GPS	59.3814	17.875755	40.68375
1751377608000	GPS	59.381397	17.875668	40.777653
1751377609000	GPS	59.38139	17.87558	40.75356
1751377610000	GPS	59.381386	17.87549	41.007915
1751377611000	GPS	59.38138	17.875402	41.035454
1751377612000	GPS	59.38137	17.875309	40.98947
1751377613000	GPS	59.381367	17.875208	40.95593
1751377614000	GPS	59.38136	17.87511	41.038666
1751377614999	GPS	59.38135	17.875015	41.057934
1751377615999	GPS	59.38134	17.87492	40.93054
1751377616999	GPS	59.381332	17.87483	40.875973
1751377617999	GPS	59.381325	17.874737	40.87934
1751377618999	GPS	59.381317	17.874647	40.822758
1751377619999	GPS	59.38131	17.874554	40.721603
1751377620999	GPS	59.381306	17.874458	40.34463
1751377621999	GPS	59.3813	17.874369	40.43653
1751377622999	GPS	59.381298	17.874283	40.668346
1751377623999	GPS	59.381294	17.874186	41.45008
1751377624999	GPS	59.381294	17.874088	42.14964
1751377625999	GPS	59.38129	17.873991	42.353523
1751377626999	GPS	59.381283	17.873903	42.16749
1751377627999	GPS	59.381275	17.873821	41.925083
1751377628999	GPS	59.38127	17.87374	41.807053
1751377629999	GPS	59.381264	17.873648	41.78346
1751377630999	GPS	59.381256	17.873549	42.15018
1751377631999	GPS	59.38125	17.873444	42.27842
1751377632999	GPS	59.381245	17.873337	42.212833
1751377633999	GPS	59.38124	17.87324	42.171635
1751377634999	GPS	59.381237	17.873146	42.15292
1751377635999	GPS	59.381233	17.873055	42.42631
1751377636999	GPS	59.381233	17.872965	42.069847
1751377637999	GPS	59.38123	17.87288	42.034435
1751377638999	GPS	59.38123	17.872791	41.944836
1751377639999	GPS	59.38123	17.87269	41.900013
1751377640999	GPS	59.381233	17.87259	42.18242
1751377641999	GPS	59.381233	17.872488	42.51971
1751377642999	GPS	59.381233	17.872393	42.792126
1751377643999	GPS	59.381233	17.8723	42.59373
1751377644999	GPS	59.381237	17.872208	42.607548
1751377645999	GPS	59.381237	17.872114	42.871277
1751377646999	GPS	59.381237	17.87202	42.95016
1751377647999	GPS	59.38124	17.871925	43.261322
1751377648999	GPS	59.38124	17.87183	43.650566
1751377649999	GPS	59.381245	17.871735	43.88277
1751377650999	GPS	59.381245	17.87164	44.06878
1751377651999	GPS	59.381245	17.871546	44.02277
1751377652999	GPS	59.381245	17.871447	44.053505
1751377653999	GPS	59.381245	17.871347	44.146946
1751377654999	GPS	59.38125	17.871246	44.33583
1751377655999	GPS	59.38125	17.871145	44.46246
1751377656999	GPS	59.38125	17.871054	44.344284
1751377657999	GPS	59.38125	17.870972	44.320843
1751377658999	GPS	59.381252	17.870897	44.254562
1751377659999	GPS	59.381252	17.87082	44.36418
1751377660999	GPS	59.381252	17.870735	44.54062
1751377661999	GPS	59.381252	17.870646	44.97561
1751377662999	GPS	59.381252	17.870552	45.143898
1751377663999	GPS	59.381252	17.870459	45.284454
1751377664999	GPS	59.381256	17.870375	45.08228
1751377665999	GPS	59.381256	17.870287	45.010868
1751377666999	GPS	59.38126	17.870222	44.6032
1751377667999	GPS	59.38126	17.87021	44.629673
1751377668999	GPS	59.38126	17.870234	44.661327
