-0.96240234375,-0.2216796875,-0.01806640625,-1.8902439024390245,-1.707317073170732,-1.4634146341463417
-0.93408203125,-0.259765625,-0.05908203125,-2.1951219512195124,-1.6463414634146343,-2.0121951219512195
-0.96435546875,-0.2568359375,-0.05419921875,-1.9512195121951221,-1.524390243902439,-1.4634146341463417
-0.98486328125,-0.220703125,-0.01416015625,-1.5853658536585367,-1.7682926829268295,-1.1585365853658538
-0.95068359375,-0.2353515625,-0.03076171875,-2.073170731707317,-1.707317073170732,-1.9512195121951221
-0.93115234375,-0.2607421875,-0.0732421875,-2.3170731707317076,-1.402439024390244,-2.1341463414634148
-0.9814453125,-0.25146484375,-0.041015625,-1.707317073170732,-1.5853658536585367,-1.2804878048780488
-0.99658203125,-0.21142578125,-0.00244140625,-1.524390243902439,-1.7682926829268295,-1.1585365853658538
-0.94287109375,-0.248046875,-0.048828125,-2.378048780487805,-1.6463414634146343,-1.9512195121951221
-0.93701171875,-0.27587890625,-0.06591796875,-2.1951219512195124,-1.524390243902439,-1.9512195121951221
-0.9892578125,-0.23291015625,-0.0126953125,-1.4634146341463417,-1.707317073170732,-1.0365853658536586
-0.97998046875,-0.20849609375,-0.00927734375,-1.829268292682927,-1.7682926829268295,-1.3414634146341464
-0.93115234375,-0.2705078125,-0.05322265625,-2.3170731707317076,-1.5853658536585367,-2.1341463414634148
-0.94677734375,-0.27490234375,-0.05859375,-2.0121951219512195,-1.524390243902439,-1.6463414634146343
-0.9755859375,-0.21728515625,-0.017578125,-1.524390243902439,-1.7682926829268295,-0.9756097560975611
-0.95458984375,-0.21484375,-0.0068359375,-1.829268292682927,-1.7682926829268295,-1.6463414634146343
-0.939453125,-0.27490234375,-0.0576171875,-2.25609756097561,-1.4634146341463417,-2.073170731707317
-0.97021484375,-0.2587890625,-0.0654296875,-1.8902439024390245,-1.4634146341463417,-1.2804878048780488
-0.98095703125,-0.21142578125,-0.00927734375,-1.2804878048780488,-1.9512195121951221,-1.1585365853658538
-0.9306640625,-0.232421875,-0.015625,-1.9512195121951221,-1.7682926829268295,-2.0121951219512195
-0.94091796875,-0.28857421875,-0.07763671875,-2.378048780487805,-1.402439024390244,-1.8902439024390245
-0.98876953125,-0.248046875,-0.05712890625,-1.707317073170732,-1.6463414634146343,-0.9756097560975611
-0.96923828125,-0.19677734375,-0.00537109375,-1.402439024390244,-2.0121951219512195,-1.3414634146341464
-0.9404296875,-0.259765625,-0.02294921875,-2.25609756097561,-1.5853658536585367,-1.9512195121951221
-0.955078125,-0.27392578125,-0.07568359375,-2.1341463414634148,-1.402439024390244,-1.4634146341463417
-0.97314453125,-0.216796875,-0.044921875,-1.524390243902439,-1.829268292682927,-1.0975609756097562
-0.9541015625,-0.216796875,-0.00390625,-1.707317073170732,-1.9512195121951221,-1.5853658536585367
-0.95361328125,-0.267578125,-0.04638671875,-2.25609756097561,-1.4634146341463417,-1.8902439024390245
